iter	Passed	Remaining
4761	33425	1670
4762	33431	1663
4763	33437	1656
4764	33444	1649
4765	33450	1642
4766	33456	1635
4767	33462	1628
4768	33469	1621
4769	33476	1614
4770	33484	1607
4771	33491	1600
4772	33497	1593
4773	33503	1586
4774	33509	1579
4775	33515	1571
4776	33520	1564
4777	33527	1557
4778	33533	1550
4779	33539	1543
4780	33544	1536
4781	33549	1529
4782	33556	1522
4783	33562	1515
4784	33569	1508
4785	33575	1501
4786	33581	1494
4787	33586	1487
4788	33591	1480
4789	33597	1472
4790	33603	1465
4791	33609	1458
4792	33615	1451
4793	33621	1444
4794	33627	1437
4795	33633	1430
4796	33640	1423
4797	33649	1416
4798	33655	1409
4799	33661	1402
4800	33667	1395
4801	33672	1388
4802	33678	1381
4803	33685	1374
4804	33692	1367
4805	33698	1360
4806	33704	1353
4807	33709	1346
4808	33715	1339
4809	33721	1332
4810	33730	1325
4811	33737	1318
4812	33743	1311
4813	33748	1303
4814	33754	1296
4815	33760	1289
4816	33767	1282
4817	33772	1275
4818	33779	1268
4819	33785	1261
4820	33791	1254
4821	33799	1247
4822	33805	1240
4823	33812	1233
4824	33818	1226
4825	33825	1219
4826	33831	1212
4827	33837	1205
4828	33842	1198
4829	33847	1191
4830	33853	1184
4831	33858	1177
4832	33865	1170
4833	33871	1163
4834	33877	1156
4835	33882	1149
4836	33887	1141
4837	33895	1134
4838	33901	1127
4839	33910	1121
4840	33920	1114
4841	33927	1107
4842	33935	1100
4843	33944	1093
4844	33954	1086
4845	33964	1079
4846	33971	1072
4847	33979	1065
4848	33990	1058
4849	34002	1051
4850	34013	1044
4851	34023	1037
4852	34033	1030
4853	34041	1023
4854	34050	1016
4855	34058	1009
4856	34066	1002
4857	34077	996
4858	34085	989
4859	34098	982
4860	34117	975
4861	34128	968
4862	34137	961
4863	34147	954
4864	34162	947
4865	34171	941
4866	34182	934
4867	34191	927
4868	34200	920
4869	34211	913
4870	34220	906
4871	34227	899
4872	34234	892
4873	34241	885
4874	34250	878
4875	34257	871
4876	34273	864
4877	34281	857
4878	34289	850
4879	34296	843
4880	34304	836
4881	34311	829
4882	34319	822
4883	34327	815
4884	34337	808
4885	34346	801
4886	34353	794
4887	34360	787
4888	34367	780
4889	34375	773
4890	34382	766
4891	34390	759
4892	34397	752
4893	34403	745
4894	34410	738
4895	34418	731
4896	34429	724
4897	34435	717
4898	34444	710
4899	34451	703
4900	34459	696
4901	34468	689
4902	34478	682
4903	34485	675
4904	34493	668
4905	34503	661
4906	34511	654
4907	34524	647
4908	34533	640
4909	34543	633
4910	34551	626
4911	34559	619
4912	34566	612
4913	34572	605
4914	34579	598
4915	34586	590
4916	34593	583
4917	34601	576
4918	34609	569
4919	34617	562
4920	34625	555
4921	34631	548
4922	34637	541
4923	34645	534
4924	34651	527
4925	34658	520
4926	34667	513
4927	34678	506
4928	34687	499
4929	34697	492
4930	34703	485
4931	34712	478
4932	34720	471
4933	34728	464
4934	34734	457
4935	34742	450
4936	34750	443
4937	34759	436
4938	34768	429
4939	34775	422
4940	34781	415
4941	34787	408
4942	34795	401
4943	34802	394
4944	34808	387
4945	34815	380
4946	34822	373
4947	34829	366
4948	34836	358
4949	34844	351
4950	34850	344
4951	34857	337
4952	34863	330
4953	34870	323
4954	34877	316
4955	34884	309
4956	34890	302
4957	34896	295
4958	34904	288
4959	34911	281
4960	34918	274
4961	34925	267
4962	34932	260
4963	34939	253
4964	34945	246
4965	34955	239
4966	34962	232
4967	34969	225
4968	34976	218
4969	34983	211
4970	34992	204
4971	35000	197
4972	35007	190
4973	35014	183
4974	35022	175
4975	35029	168
4976	35036	161
4977	35042	154
4978	35049	147
4979	35055	140
4980	35061	133
4981	35067	126
4982	35075	119
4983	35084	112
4984	35091	105
4985	35096	98
4986	35102	91
4987	35107	84
4988	35112	77
4989	35118	70
4990	35124	63
4991	35130	56
4992	35136	49
4993	35141	42
4994	35147	35
4995	35153	28
4996	35161	21
4997	35168	14
4998	35176	7
4999	35182	0
